net,length_um
DM\[2\]\[0\],18.105
DM\[11\]\[3\],18.1
_01815_,18.1
DM\[14\]\[12\],18.09
DM\[12\]\[5\],18.08
MEM_WB_LDM\[0\],18.08
REG\[12\]\[5\],18.08
_04894_,18.08
REG\[9\]\[24\],18.06
DM\[26\]\[29\],18.045
DM\[15\]\[1\],18.04
_03288_,18.04
DM\[28\]\[15\],18.02
DM\[28\]\[29\],18.02
REG\[15\]\[28\],18.02
_03307_,18.02
_05506_,18.02
net101,18.005
net147,18.005
DM\[21\]\[29\],17.99
DM\[16\]\[14\],17.98
DM\[16\]\[28\],17.98
DM\[5\]\[31\],17.98
DM\[26\]\[1\],17.965
_01706_,17.96
_05393_,17.96
DM\[14\]\[6\],17.945
DM\[31\]\[10\],17.94
DM\[9\]\[16\],17.94
net146,17.94
net1191,17.94
DM\[10\]\[24\],17.93
_03500_,17.92
net145,17.92
_01674_,17.9
DM\[11\]\[24\],17.88
DM\[16\]\[5\],17.88
DM\[16\]\[6\],17.88
REG\[13\]\[7\],17.88
DM\[10\]\[2\],17.865
DM\[12\]\[27\],17.86
clknet_leaf_120_clk,17.86
net439,17.86
DM\[26\]\[2\],17.845
DM\[7\]\[20\],17.84
REG\[14\]\[22\],17.84
net144,17.835
DM\[22\]\[4\],17.825
DM\[29\]\[13\],17.82
DM\[31\]\[25\],17.8
net263,17.8
MEM_WB_ALUOUT\[2\],17.78
DM\[6\]\[15\],17.765
_01603_,17.76
_03367_,17.76
net109,17.745
DM\[24\]\[24\],17.74
DM\[4\]\[21\],17.74
DM\[8\]\[15\],17.74
_04991_,17.72
DM\[6\]\[17\],17.71
DM\[22\]\[3\],17.705
REG\[10\]\[6\],17.705
REG\[10\]\[8\],17.705
_02013_,17.7
_05603_,17.7
_05784_,17.7
REG\[10\]\[11\],17.685
_03588_,17.68
_03597_,17.68
_05593_,17.68
_01596_,17.66
net1135,17.64
DM\[0\]\[14\],17.62
DM\[12\]\[12\],17.62
_02129_,17.62
DM\[2\]\[4\],17.605
REG\[12\]\[13\],17.6
_05374_,17.6
_01723_,17.58
_03555_,17.58
DM\[17\]\[6\],17.54
_01660_,17.54
_02708_,17.54
_05291_,17.54
_05358_,17.54
DM\[6\]\[31\],17.525
DM\[0\]\[16\],17.52
DM\[16\]\[8\],17.52
DM\[8\]\[31\],17.52
_01612_,17.52
_05423_,17.52
DM\[30\]\[5\],17.505
net134,17.505
REG\[14\]\[21\],17.5
net131,17.485
DM\[15\]\[28\],17.48
DM\[25\]\[2\],17.48
DM\[5\]\[17\],17.48
REG\[12\]\[10\],17.48
_01630_,17.46
_01866_,17.46
DM\[31\]\[20\],17.44
REG\[12\]\[4\],17.44
DM\[17\]\[11\],17.42
DM\[17\]\[30\],17.42
DM\[24\]\[7\],17.42
DM\[0\]\[11\],17.4
DM\[15\]\[12\],17.4
DM\[24\]\[26\],17.4
MEM_WB_IR\[9\],17.4
REG\[8\]\[31\],17.4
_04808_,17.4
DM\[18\]\[7\],17.385
DM\[11\]\[30\],17.38
DM\[12\]\[20\],17.38
_04831_,17.38
DM\[14\]\[5\],17.37
DM\[17\]\[9\],17.36
DM\[23\]\[25\],17.36
DM\[24\]\[14\],17.36
_03463_,17.36
DM\[0\]\[4\],17.34
_03558_,17.34
_00276_,17.325
DM\[20\]\[9\],17.32
REG\[12\]\[19\],17.32
_01664_,17.32
_00014_,17.28
_01659_,17.28
DM\[28\]\[25\],17.26
EX_MEM_ALUOUT\[25\],17.24
DM\[12\]\[16\],17.2
DM\[16\]\[25\],17.2
_03625_,17.2
_04990_,17.2
REG\[10\]\[2\],17.18
DM\[2\]\[1\],17.165
REG\[13\]\[16\],17.165
DM\[27\]\[10\],17.16
DM\[5\]\[1\],17.16
_05282_,17.16
_01893_,17.15
DM\[10\]\[15\],17.145
DM\[2\]\[20\],17.145
DM\[5\]\[18\],17.14
_01881_,17.14
_01973_,17.14
DM\[27\]\[26\],17.1
_05637_,17.1
net143,17.1
_03888_,17.08
DM\[0\]\[29\],17.06
DM\[16\]\[21\],17.06
DM\[7\]\[9\],17.06
_01906_,17.06
DM\[14\]\[13\],17.045
DM\[7\]\[15\],17.04
_00713_,17.035
_04470_,17
DM\[26\]\[10\],16.965
REG\[9\]\[29\],16.96
REG\[9\]\[19\],16.94
REG\[9\]\[3\],16.94
REG\[11\]\[0\],16.93
DM\[26\]\[25\],16.925
DM\[30\]\[22\],16.925
DM\[13\]\[7\],16.92
DM\[9\]\[8\],16.92
_05768_,16.92
_05064_,16.91
DM\[14\]\[0\],16.905
DM\[3\]\[12\],16.9
_03483_,16.9
_05608_,16.9
DM\[10\]\[27\],16.885
DM\[31\]\[19\],16.88
net1282,16.88
_05327_,16.86
DM\[5\]\[15\],16.84
DM\[14\]\[9\],16.83
DM\[6\]\[2\],16.825
DM\[25\]\[14\],16.82
REG\[10\]\[0\],16.815
REG\[10\]\[5\],16.815
DM\[2\]\[24\],16.805
_01849_,16.8
_05843_,16.8
REG\[12\]\[16\],16.78
_05082_,16.78
_04679_,16.76
net1489,16.76
DM\[20\]\[17\],16.74
DM\[21\]\[18\],16.74
_05789_,16.74
DM\[26\]\[9\],16.725
DM\[2\]\[25\],16.725
REG\[8\]\[10\],16.72
DM\[10\]\[9\],16.71
DM\[11\]\[6\],16.7
DM\[23\]\[30\],16.7
DM\[4\]\[3\],16.7
DM\[8\]\[5\],16.7
DM\[30\]\[30\],16.685
DM\[6\]\[23\],16.685
_00430_,16.685
DM\[11\]\[17\],16.68
_05546_,16.68
DM\[0\]\[7\],16.66
_03110_,16.66
DM\[16\]\[20\],16.64
DM\[7\]\[26\],16.64
_01682_,16.64
_04118_,16.64
net66,16.64
net839,16.64
_03906_,16.62
_04859_,16.62
DM\[6\]\[25\],16.605
DM\[12\]\[2\],16.6
DM\[24\]\[15\],16.6
DM\[7\]\[23\],16.6
DM\[7\]\[7\],16.6
_03561_,16.6
net156,16.58
DM\[22\]\[6\],16.57
DM\[11\]\[19\],16.56
DM\[17\]\[0\],16.56
DM\[25\]\[12\],16.56
DM\[4\]\[31\],16.56
DM\[5\]\[16\],16.56
DM\[8\]\[23\],16.56
_02805_,16.56
_03517_,16.56
DM\[26\]\[22\],16.555
DM\[22\]\[21\],16.545
REG\[13\]\[8\],16.545
net872,16.54
DM\[14\]\[17\],16.525
DM\[6\]\[0\],16.525
DM\[10\]\[1\],16.505
DM\[21\]\[12\],16.5
DM\[28\]\[22\],16.5
_05260_,16.5
DM\[12\]\[4\],16.48
DM\[13\]\[1\],16.48
DM\[27\]\[3\],16.48
REG\[15\]\[14\],16.48
DM\[11\]\[20\],16.46
_05125_,16.46
_04648_,16.45
DM\[18\]\[18\],16.445
MEM_WB_IR\[1\],16.44
_04883_,16.44
_03657_,16.42
_05737_,16.42
_00600_,16.405
DM\[14\]\[26\],16.385
DM\[26\]\[23\],16.385
net90,16.385
net102,16.385
DM\[23\]\[10\],16.38
REG\[10\]\[9\],16.38
_04728_,16.38
REG\[12\]\[30\],16.36
_03175_,16.35
DM\[23\]\[29\],16.34
DM\[31\]\[26\],16.34
_02060_,16.34
DM\[23\]\[7\],16.32
_01634_,16.32
_03347_,16.32
_05383_,16.32
DM\[10\]\[19\],16.305
_01641_,16.3
_03575_,16.3
net1141,16.3
DM\[24\]\[0\],16.28
DM\[10\]\[29\],16.265
_01693_,16.26
_01725_,16.26
DM\[11\]\[2\],16.24
DM\[17\]\[23\],16.24
_05017_,16.22
net161,16.22
REG\[10\]\[13\],16.205
_05145_,16.2
DM\[23\]\[5\],16.18
_04897_,16.18
_05207_,16.18
_05695_,16.18
_01611_,16.16
DM\[21\]\[16\],16.155
DM\[0\]\[3\],16.14
_01609_,16.14
DM\[10\]\[30\],16.125
DM\[26\]\[5\],16.125
DM\[17\]\[24\],16.12
REG\[15\]\[30\],16.12
DM\[2\]\[31\],16.105
DM\[0\]\[25\],16.1
DM\[5\]\[3\],16.1
DM\[7\]\[3\],16.1
REG\[11\]\[24\],16.1
_05023_,16.1
_05873_,16.1
DM\[30\]\[10\],16.085
_04651_,16.08
net159,16.08
DM\[21\]\[28\],16.06
_04703_,16.06
_05759_,16.06
DM\[23\]\[24\],16.02
REG\[15\]\[8\],16.02
_02087_,16.02
DM\[0\]\[9\],16
REG\[9\]\[23\],16
_05656_,16
_03590_,15.98
DM\[31\]\[6\],15.96
_05691_,15.96
net149,15.96
_01614_,15.94
_01846_,15.94
net162,15.925
_04604_,15.92
DM\[10\]\[4\],15.905
DM\[9\]\[0\],15.9
_03622_,15.9
_05285_,15.9
_05194_,15.875
DM\[15\]\[8\],15.86
_01595_,15.86
_01667_,15.86
_01691_,15.86
_01716_,15.86
_04834_,15.86
DM\[21\]\[11\],15.84
_02101_,15.84
DM\[24\]\[3\],15.82
_05881_,15.815
DM\[23\]\[18\],15.81
DM\[14\]\[25\],15.805
DM\[8\]\[25\],15.8
_01619_,15.8
_01945_,15.8
net200,15.8
DM\[18\]\[3\],15.79
DM\[11\]\[9\],15.78
DM\[16\]\[18\],15.78
DM\[27\]\[28\],15.78
_05360_,15.78
_05367_,15.78
_05406_,15.78
_05692_,15.74
net155,15.74
net951,15.74
net108,15.725
DM\[16\]\[7\],15.72
DM\[23\]\[3\],15.72
DM\[26\]\[3\],15.705
DM\[4\]\[7\],15.7
REG\[12\]\[25\],15.7
net1245,15.7
DM\[14\]\[30\],15.685
DM\[26\]\[31\],15.685
DM\[6\]\[14\],15.685
DM\[0\]\[17\],15.68
DM\[0\]\[21\],15.68
DM\[0\]\[28\],15.68
DM\[24\]\[19\],15.68
DM\[29\]\[24\],15.68
REG\[9\]\[7\],15.68
_04499_,15.68
_05308_,15.68
_05570_,15.68
DM\[30\]\[31\],15.665
net100,15.645
DM\[20\]\[22\],15.64
DM\[29\]\[23\],15.64
DM\[9\]\[18\],15.64
_03687_,15.64
_04552_,15.64
_04677_,15.64
_05068_,15.64
DM\[22\]\[15\],15.625
DM\[13\]\[8\],15.62
_03609_,15.62
_04665_,15.62
_05866_,15.62
REG\[14\]\[10\],15.6
DM\[10\]\[25\],15.585
_01402_,15.585
_00777_,15.565
DM\[11\]\[14\],15.56
DM\[13\]\[10\],15.56
net80,15.56
DM\[29\]\[27\],15.54
DM\[31\]\[8\],15.54
DM\[6\]\[11\],15.54
net186,15.535
_04663_,15.53
net321,15.52
REG\[10\]\[15\],15.515
REG\[8\]\[30\],15.505
DM\[29\]\[6\],15.5
_05269_,15.49
net99,15.485
_05904_,15.48
DM\[24\]\[28\],15.46
_01826_,15.46
net223,15.46
REG\[14\]\[31\],15.45
REG\[8\]\[6\],15.445
REG\[12\]\[26\],15.44
REG\[9\]\[6\],15.44
DM\[2\]\[3\],15.435
_02197_,15.42
net1218,15.42
_01531_,15.405
DM\[15\]\[10\],15.4
WB_OUT[20],15.4
_02046_,15.4
net165,15.4
_03213_,15.38
_05950_,15.38
DM\[17\]\[28\],15.36
WB_OUT[22],15.36
_00017_,15.36
_05117_,15.36
REG\[13\]\[9\],15.355
DM\[26\]\[0\],15.35
REG\[9\]\[10\],15.34
_05107_,15.34
_05624_,15.34
DM\[27\]\[31\],15.32
DM\[5\]\[14\],15.32
_01673_,15.32
_04152_,15.32
DM\[18\]\[14\],15.305
DM\[30\]\[12\],15.305
net91,15.305
REG\[8\]\[9\],15.3
_04624_,15.3
net569,15.3
DM\[14\]\[18\],15.285
REG\[13\]\[4\],15.285
net278,15.28
net636,15.28
net107,15.265
DM\[16\]\[24\],15.26
DM\[17\]\[8\],15.26
_01680_,15.26
_01719_,15.26
net372,15.26
DM\[26\]\[13\],15.245
DM\[6\]\[4\],15.245
_01685_,15.24
_05076_,15.24
net1526,15.24
DM\[2\]\[5\],15.225
DM\[17\]\[27\],15.22
DM\[25\]\[5\],15.22
DM\[29\]\[18\],15.22
DM\[31\]\[15\],15.22
REG\[14\]\[1\],15.22
_03215_,15.22
_05582_,15.22
_05655_,15.22
_04949_,15.21
DM\[30\]\[28\],15.205
_04814_,15.2
DM\[10\]\[11\],15.185
DM\[30\]\[14\],15.185
DM\[0\]\[0\],15.18
DM\[24\]\[13\],15.18
DM\[29\]\[22\],15.18
DM\[29\]\[28\],15.18
DM\[31\]\[9\],15.18
REG\[14\]\[9\],15.18
_01959_,15.18
REG\[8\]\[14\],15.14
_01777_,15.14
_02448_,15.14
_04769_,15.14
DM\[12\]\[28\],15.12
DM\[5\]\[6\],15.12
DM\[8\]\[14\],15.12
_05332_,15.12
DM\[6\]\[8\],15.105
_04720_,15.105
DM\[16\]\[12\],15.1
DM\[17\]\[17\],15.1
DM\[27\]\[21\],15.1
DM\[27\]\[6\],15.1
REG\[15\]\[26\],15.1
REG\[15\]\[9\],15.1
_01547_,15.085
DM\[19\]\[7\],15.08
DM\[31\]\[23\],15.08
DM\[25\]\[18\],15.06
_05130_,15.06
net117,15.04
DM\[7\]\[16\],15.02
_01661_,15.02
_03065_,15.02
_03879_,15.02
_05111_,15.02
DM\[20\]\[28\],15
_02010_,15
DM\[30\]\[17\],14.985
DM\[27\]\[2\],14.98
_03292_,14.98
_02110_,14.97
DM\[12\]\[1\],14.96
_02880_,14.96
IF_ID_NPC\[20\],14.94
MEM_WB_IR\[14\],14.94
_01608_,14.94
_01656_,14.94
_02115_,14.94
_04634_,14.94
_05174_,14.94
net98,14.925
_00002_,14.92
net1230,14.92
DM\[6\]\[16\],14.905
DM\[4\]\[29\],14.89
DM\[14\]\[11\],14.885
DM\[2\]\[15\],14.885
DM\[15\]\[27\],14.88
DM\[10\]\[0\],14.865
DM\[17\]\[7\],14.86
DM\[4\]\[20\],14.86
DM\[4\]\[30\],14.86
MEM_WB_LDM\[2\],14.86
net724,14.86
DM\[6\]\[5\],14.85
DM\[2\]\[19\],14.845
_04150_,14.84
net533,14.84
net968,14.84
DM\[29\]\[10\],14.82
_03364_,14.82
_04456_,14.82
net92,14.805
DM\[12\]\[17\],14.8
DM\[12\]\[8\],14.8
_01655_,14.8
_04503_,14.8
net141,14.8
net753,14.8
net1138,14.8
DM\[19\]\[4\],14.78
_01571_,14.78
DM\[10\]\[23\],14.765
DM\[0\]\[15\],14.76
DM\[21\]\[0\],14.76
DM\[23\]\[2\],14.76
DM\[7\]\[30\],14.76
DM\[8\]\[16\],14.76
net1062,14.76
DM\[18\]\[5\],14.745
net123,14.745
DM\[11\]\[7\],14.74
DM\[23\]\[17\],14.72
DM\[29\]\[9\],14.72
DM\[31\]\[7\],14.72
DM\[9\]\[15\],14.72
DM\[9\]\[25\],14.72
_01776_,14.72
net988,14.72
REG\[13\]\[1\],14.715
DM\[16\]\[31\],14.68
REG\[9\]\[31\],14.68
_05005_,14.68
DM\[4\]\[15\],14.675
DM\[27\]\[22\],14.66
DM\[7\]\[25\],14.66
MEM_WB_LDM\[5\],14.66
net1460,14.66
DM\[9\]\[19\],14.65
DM\[15\]\[11\],14.64
DM\[15\]\[6\],14.64
DM\[20\]\[13\],14.64
DM\[27\]\[1\],14.64
DM\[31\]\[4\],14.64
REG\[12\]\[14\],14.64
_01972_,14.64
DM\[31\]\[2\],14.62
DM\[5\]\[8\],14.62
REG\[15\]\[24\],14.62
_05529_,14.61
DM\[2\]\[29\],14.605
_00001_,14.605
_00024_,14.605
DM\[5\]\[30\],14.6
REG\[13\]\[31\],14.6
_04988_,14.6
_01897_,14.58
_02053_,14.58
_05305_,14.58
net323,14.58
DM\[26\]\[6\],14.565
DM\[12\]\[3\],14.56
DM\[8\]\[7\],14.56
_01952_,14.56
_04929_,14.56
DM\[14\]\[10\],14.545
DM\[12\]\[22\],14.54
_01654_,14.54
_04713_,14.54
DM\[2\]\[10\],14.53
DM\[30\]\[8\],14.53
DM\[18\]\[8\],14.525
_05566_,14.5
REG\[14\]\[30\],14.48
_01604_,14.48
_01727_,14.48
net184,14.48
net1158,14.48
DM\[6\]\[20\],14.465
_03570_,14.46
net85,14.445
DM\[27\]\[23\],14.44
DM\[4\]\[17\],14.44
_05417_,14.44
DM\[18\]\[6\],14.425
DM\[22\]\[22\],14.425
_04484_,14.42
_05455_,14.42
_05676_,14.415
REG\[15\]\[11\],14.4
net492,14.4
DM\[22\]\[19\],14.385
_01653_,14.36
_04357_,14.36
net81,14.345
DM\[12\]\[9\],14.34
DM\[17\]\[25\],14.34
DM\[5\]\[24\],14.34
DM\[8\]\[12\],14.34
REG\[14\]\[20\],14.34
_05792_,14.34
net1511,14.34
ID_EX_A\[3\],14.32
_01928_,14.32
_03386_,14.32
DM\[10\]\[18\],14.305
DM\[10\]\[7\],14.305
DM\[22\]\[9\],14.305
DM\[30\]\[2\],14.305
DM\[12\]\[11\],14.3
DM\[16\]\[30\],14.3
DM\[29\]\[5\],14.3
DM\[31\]\[21\],14.3
DM\[7\]\[1\],14.3
DM\[7\]\[21\],14.3
_02156_,14.3
DM\[7\]\[27\],14.28
_04962_,14.28
net1266,14.28
DM\[14\]\[20\],14.265
DM\[25\]\[22\],14.26
DM\[9\]\[31\],14.26
_05335_,14.26
net883,14.26
net1250,14.26
_00028_,14.245
REG\[8\]\[22\],14.24
_04857_,14.24
net909,14.24
DM\[22\]\[8\],14.225
DM\[26\]\[14\],14.225
net1188,14.22
DM\[26\]\[30\],14.205
_00250_,14.205
_05405_,14.2
DM\[14\]\[4\],14.185
DM\[11\]\[28\],14.18
DM\[15\]\[14\],14.18
DM\[8\]\[9\],14.18
REG\[15\]\[6\],14.18
_05155_,14.18
DM\[21\]\[9\],14.16
REG\[14\]\[5\],14.16
_05739_,14.16
_05437_,14.14
DM\[22\]\[26\],14.125
REG\[9\]\[28\],14.12
_01704_,14.12
_05312_,14.12
DM\[12\]\[7\],14.1
DM\[23\]\[12\],14.1
DM\[24\]\[5\],14.1
_01558_,14.08
_02709_,14.08
_05261_,14.08
DM\[30\]\[4\],14.065
DM\[16\]\[10\],14.06
REG\[12\]\[29\],14.06
DM\[2\]\[28\],14.045
_01431_,14.045
DM\[23\]\[31\],14.04
REG\[14\]\[15\],14.04
_05409_,14.04
_05550_,14.04
_01018_,14.035
DM\[22\]\[18\],14.025
REG\[8\]\[24\],14.025
MEM_WB_LDM\[25\],14.02
REG\[14\]\[6\],14.02
_01686_,14.02
EX_MEM_ALUOUT\[22\],14
_01938_,14
DM\[24\]\[2\],13.98
DM\[24\]\[30\],13.98
DM\[7\]\[29\],13.98
NPC[5],13.98
WB_OUT[12],13.98
WB_OUT[19],13.98
DM\[2\]\[2\],13.965
DM\[11\]\[16\],13.96
DM\[11\]\[21\],13.96
DM\[11\]\[4\],13.96
_03248_,13.96
_04884_,13.96
net171,13.96
net180,13.96
DM\[11\]\[18\],13.94
DM\[27\]\[19\],13.94
DM\[4\]\[27\],13.94
REG\[13\]\[29\],13.92
_04946_,13.92
MEM_WB_LDM\[8\],13.9
_04628_,13.9
_04794_,13.9
_05075_,13.9
DM\[25\]\[4\],13.88
DM\[8\]\[8\],13.88
REG\[11\]\[17\],13.88
_00029_,13.88
_01628_,13.88
_01640_,13.88
_01710_,13.88
_01885_,13.88
_04116_,13.88
net560,13.88
DM\[26\]\[7\],13.865
DM\[14\]\[14\],13.845
DM\[18\]\[20\],13.845
DM\[17\]\[4\],13.84
DM\[27\]\[16\],13.84
DM\[27\]\[30\],13.84
DM\[29\]\[2\],13.84
DM\[29\]\[31\],13.84
DM\[8\]\[2\],13.84
REG\[14\]\[4\],13.84
_05303_,13.84
REG\[8\]\[5\],13.825
_04702_,13.82
net745,13.82
_00549_,13.805
DM\[13\]\[25\],13.8
DM\[19\]\[18\],13.8
DM\[25\]\[13\],13.8
DM\[29\]\[21\],13.8
DM\[3\]\[4\],13.8
DM\[5\]\[19\],13.8
_00027_,13.8
_05917_,13.79
_03529_,13.78
net1255,13.78
DM\[8\]\[21\],13.76
_05400_,13.76
_05518_,13.76
_05585_,13.76
REG\[8\]\[12\],13.755
DM\[15\]\[30\],13.74
DM\[27\]\[8\],13.74
DM\[19\]\[9\],13.72
DM\[31\]\[17\],13.72
DM\[7\]\[18\],13.7
net226,13.7
REG\[13\]\[2\],13.68
_03513_,13.68
_05274_,13.66
DM\[12\]\[6\],13.64
_01939_,13.64
MEM_WB_LDM\[4\],13.62
DM\[11\]\[23\],13.6
_05248_,13.6
_05719_,13.6
REG\[13\]\[24\],13.595
DM\[5\]\[23\],13.58
_01573_,13.58
_05825_,13.58
net325,13.58
net111,13.57
DM\[11\]\[10\],13.56
DM\[9\]\[5\],13.56
REG\[15\]\[4\],13.56
_01631_,13.56
_01665_,13.56
_02069_,13.56
_02979_,13.56
_03540_,13.56
_04363_,13.56
net540,13.56
net771,13.56
WB_OUT[23],13.54
_01967_,13.54
_05880_,13.54
net347,13.54
net1268,13.54
DM\[14\]\[22\],13.525
DM\[16\]\[19\],13.52
DM\[23\]\[23\],13.52
_01722_,13.52
_02714_,13.52
_04681_,13.52
DM\[26\]\[16\],13.505
DM\[30\]\[29\],13.505
_01670_,13.5
_02405_,13.5
_04359_,13.5
_04565_,13.5
_04654_,13.5
net671,13.5
REG\[13\]\[23\],13.485
DM\[11\]\[31\],13.48
REG\[12\]\[7\],13.48
_01724_,13.48
_03557_,13.48
_05319_,13.48
DM\[2\]\[26\],13.465
DM\[3\]\[1\],13.46
DM\[5\]\[25\],13.46
_02836_,13.46
_04795_,13.46
_05530_,13.46
net760,13.46
net955,13.46
REG\[13\]\[3\],13.455
_05889_,13.445
_04495_,13.44
net653,13.44
DM\[15\]\[26\],13.42
DM\[4\]\[5\],13.42
DM\[4\]\[6\],13.42
DM\[4\]\[8\],13.42
_04432_,13.42
net892,13.42
net1057,13.42
DM\[18\]\[21\],13.405
DM\[18\]\[22\],13.405
DM\[18\]\[28\],13.405
DM\[27\]\[20\],13.4
DM\[7\]\[31\],13.4
_03744_,13.4
_05221_,13.4
net469,13.4
REG\[8\]\[27\],13.395
_01812_,13.39
DM\[14\]\[2\],13.385
DM\[26\]\[26\],13.385
DM\[11\]\[27\],13.38
DM\[29\]\[25\],13.38
DM\[31\]\[29\],13.38
DM\[4\]\[1\],13.38
_05621_,13.38
DM\[19\]\[5\],13.36
REG\[15\]\[22\],13.36
DM\[13\]\[3\],13.34
DM\[29\]\[17\],13.34
REG\[10\]\[19\],13.34
_03988_,13.34
_04555_,13.34
_05697_,13.34
net783,13.34
net1490,13.34
_00631_,13.335
_04968_,13.33
_00301_,13.325
_01607_,13.32
_04890_,13.32
DM\[13\]\[22\],13.3
DM\[13\]\[5\],13.3
DM\[20\]\[25\],13.3
REG\[14\]\[14\],13.3
_05418_,13.29
DM\[18\]\[23\],13.285
DM\[13\]\[2\],13.28
DM\[6\]\[12\],13.265
DM\[13\]\[6\],13.26
_02857_,13.26
_05159_,13.26
net944,13.26
_05112_,13.25
_05763_,13.25
REG\[10\]\[30\],13.24
DM\[22\]\[25\],13.225
net97,13.225
DM\[29\]\[20\],13.22
DM\[7\]\[19\],13.22
_03496_,13.22
_04585_,13.22
_05398_,13.22
net273,13.22
EX_MEM_ALUOUT\[14\],13.2
REG\[13\]\[13\],13.2
_02731_,13.2
net174,13.185
DM\[26\]\[19\],13.18
_01621_,13.18
DM\[16\]\[13\],13.16
_02591_,13.16
_04948_,13.16
net193,13.16
DM\[22\]\[0\],13.15
DM\[13\]\[30\],13.14
DM\[27\]\[18\],13.135
net78,13.125
DM\[23\]\[6\],13.12
net993,13.12
DM\[15\]\[29\],13.1
DM\[9\]\[21\],13.1
REG\[14\]\[12\],13.1
_01966_,13.1
_03921_,13.1
REG\[11\]\[29\],13.08
_01791_,13.08
_04830_,13.08
DM\[18\]\[29\],13.065
DM\[4\]\[12\],13.06
net1104,13.06
net1253,13.06
net82,13.045
_02109_,13.04
_03592_,13.04
_05093_,13.04
net1502,13.04
DM\[8\]\[3\],13.02
_04543_,13.02
DM\[10\]\[12\],13.005
DM\[15\]\[18\],13
REG\[8\]\[20\],13
_02977_,13
net1116,13
net1204,13
_04867_,12.98
net281,12.98
_00484_,12.975
DM\[10\]\[14\],12.965
DM\[26\]\[20\],12.965
DM\[26\]\[8\],12.965
net96,12.965
DM\[16\]\[16\],12.96
DM\[27\]\[25\],12.96
IF_ID_IR\[25\],12.96
MEM_WB_ALUOUT\[11\],12.96
REG\[11\]\[21\],12.96
_04714_,12.96
_04939_,12.96
DM\[10\]\[8\],12.945
_05533_,12.94
_01032_,12.935
DM\[0\]\[2\],12.92
DM\[13\]\[23\],12.92
DM\[15\]\[31\],12.92
DM\[24\]\[11\],12.92
DM\[5\]\[20\],12.92
net863,12.92
net253,12.9
_00763_,12.885
DM\[3\]\[29\],12.88
REG\[9\]\[14\],12.875
net1202,12.86
net110,12.845
DM\[8\]\[28\],12.84
DM\[11\]\[8\],12.82
REG\[9\]\[15\],12.82
DM\[13\]\[21\],12.8
DM\[17\]\[2\],12.8
DM\[25\]\[19\],12.8
DM\[27\]\[24\],12.8
DM\[7\]\[28\],12.8
REG\[15\]\[18\],12.8
net1421,12.8
DM\[14\]\[24\],12.785
DM\[15\]\[2\],12.78
REG\[8\]\[15\],12.78
_01883_,12.78
REG\[12\]\[8\],12.76
REG\[14\]\[7\],12.76
REG\[9\]\[11\],12.76
_03137_,12.76
_03478_,12.76
_05699_,12.76
net1106,12.76
REG\[13\]\[11\],12.745
EX_MEM_ALUOUT\[21\],12.74
_00157_,12.725
REG\[11\]\[28\],12.72
_05038_,12.72
_05255_,12.72
_05752_,12.72
_01821_,12.7
_02128_,12.7
_02429_,12.7
_02806_,12.7
_02976_,12.7
net660,12.7
_05070_,12.695
DM\[2\]\[7\],12.685
net1279,12.68
_01698_,12.675
net738,12.66
NPC[14],12.65
_01610_,12.64
_01615_,12.64
_01767_,12.64
_02011_,12.64
_02079_,12.64
_02900_,12.64
_03220_,12.64
_04389_,12.64
_05643_,12.64
DM\[24\]\[10\],12.63
DM\[7\]\[14\],12.62
_03231_,12.62
_04989_,12.62
_05397_,12.62
DM\[23\]\[28\],12.6
NPC[11],12.6
NPC[27],12.6
NPC[6],12.6
WB_OUT[16],12.6
_01560_,12.6
_04483_,12.6
DM\[18\]\[25\],12.585
DM\[30\]\[0\],12.585
DM\[27\]\[9\],12.58
_01996_,12.58
_04086_,12.58
net140,12.58
net189,12.58
net1215,12.58
net1432,12.58
net1457,12.58
DM\[31\]\[3\],12.56
_02898_,12.56
_02947_,12.56
_04448_,12.56
_05028_,12.56
_05668_,12.56
_01857_,12.54
net362,12.54
net83,12.525
net106,12.525
_04225_,12.52
net1380,12.52
_01551_,12.505
DM\[0\]\[18\],12.5
DM\[0\]\[1\],12.5
DM\[27\]\[14\],12.5
DM\[4\]\[14\],12.5
_01709_,12.5
_03736_,12.5
_05324_,12.5
net976,12.5
DM\[21\]\[8\],12.48
_01662_,12.48
net811,12.48
REG\[13\]\[15\],12.465
DM\[15\]\[0\],12.46
DM\[15\]\[25\],12.46
DM\[25\]\[6\],12.46
DM\[25\]\[8\],12.46
DM\[29\]\[16\],12.46
DM\[31\]\[18\],12.46
DM\[8\]\[29\],12.46
_05824_,12.46
_06017_,12.46
net751,12.46
_05185_,12.44
_05758_,12.44
net369,12.44
net1000,12.44
DM\[20\]\[0\],12.42
_03006_,12.42
_03936_,12.42
net157,12.42
_05109_,12.415
DM\[3\]\[15\],12.4
_04142_,12.4
_04757_,12.4
_04938_,12.4
DM\[24\]\[1\],12.38
net640,12.38
net1503,12.38
_01053_,12.365
REG\[10\]\[21\],12.36
_04652_,12.36
_05770_,12.36
net478,12.36
net987,12.36
DM\[19\]\[1\],12.34
DM\[20\]\[14\],12.34
DM\[25\]\[9\],12.34
DM\[29\]\[8\],12.34
DM\[31\]\[31\],12.34
DM\[3\]\[9\],12.34
DM\[5\]\[21\],12.34
_01580_,12.34
_01861_,12.34
_02137_,12.34
_05392_,12.34
_05460_,12.34
